triangles: 208
color: 255, 255, 255, 255
-100, 700, 100
100, 700, 100
100,   0, 100
-100, 700, 100
100,   0, 100
-100,   0, 100
-100, 700, -100
100, 700, -100
100,   0, -100
-100, 700, -100
100,   0, -100
-100,   0, -100
100, 700, 100
100, 700, -100
100,   0, -100
100, 700, 100
100,   0, -100
100,   0, 100
-100, 700, 100
-100, 700, -100
-100,   0, -100
-100, 700, 100
-100,   0, -100
-100,   0, 100
-100, 700, -100
100, 700, -100
100, 700, 100
-100, 700, -100
100, 700, 100
-100, 700, 100
-100,   0, -100
100,   0, -100
100,   0, 100
-100,   0, -100
100,   0, 100
-100,   0, 100
-40, 790,  40
 40, 790,  40
 40, 700,  40
-40, 790,  40
 40, 700,  40
-40, 700,  40
-40, 790, -40
 40, 790, -40
 40, 700, -40
-40, 790, -40
 40, 700, -40
-40, 700, -40
 40, 790,  40
 40, 790, -40
 40, 700, -40
 40, 790,  40
 40, 700, -40
 40, 700,  40
-40, 790,  40
-40, 790, -40
-40, 700, -40
-40, 790,  40
-40, 700, -40
-40, 700,  40
-40, 790, -40
 40, 790, -40
 40, 790,  40
-40, 790, -40
 40, 790,  40
-40, 790,  40
-40, 700, -40
 40, 700, -40
 40, 700,  40
-40, 700, -40
 40, 700,  40
-40, 700,  40
-20, 790,  20
 20, 790,  20
  0, 790, -20
-20, 790,  20
 20, 790,  20
  0, 1060,   0
 20, 790,  20
  0, 790, -20
  0, 1060,   0
  0, 790, -20
-20, 790,  20
  0, 1060,   0
 85, 200, 195
195, 200, 195
195,   0, 195
 85, 200, 195
195,   0, 195
 85,   0, 195
 85, 200,  85
195, 200,  85
195,   0,  85
 85, 200,  85
195,   0,  85
 85,   0,  85
195, 200, 195
195, 200,  85
195,   0,  85
195, 200, 195
195,   0,  85
195,   0, 195
 85, 200, 195
 85, 200,  85
 85,   0,  85
 85, 200, 195
 85,   0,  85
 85,   0, 195
 85, 200,  85
195, 200,  85
195, 200, 195
 85, 200,  85
195, 200, 195
 85, 200, 195
 85,   0,  85
195,   0,  85
195,   0, 195
 85,   0,  85
195,   0, 195
 85,   0, 195
 85, 200, -85
195, 200, -85
195,   0, -85
 85, 200, -85
195,   0, -85
 85,   0, -85
 85, 200, -195
195, 200, -195
195,   0, -195
 85, 200, -195
195,   0, -195
 85,   0, -195
195, 200, -85
195, 200, -195
195,   0, -195
195, 200, -85
195,   0, -195
195,   0, -85
 85, 200, -85
 85, 200, -195
 85,   0, -195
 85, 200, -85
 85,   0, -195
 85,   0, -85
 85, 200, -195
195, 200, -195
195, 200, -85
 85, 200, -195
195, 200, -85
 85, 200, -85
 85,   0, -195
195,   0, -195
195,   0, -85
 85,   0, -195
195,   0, -85
 85,   0, -85
-195, 200, 195
-85, 200, 195
-85,   0, 195
-195, 200, 195
-85,   0, 195
-195,   0, 195
-195, 200,  85
-85, 200,  85
-85,   0,  85
-195, 200,  85
-85,   0,  85
-195,   0,  85
-85, 200, 195
-85, 200,  85
-85,   0,  85
-85, 200, 195
-85,   0,  85
-85,   0, 195
-195, 200, 195
-195, 200,  85
-195,   0,  85
-195, 200, 195
-195,   0,  85
-195,   0, 195
-195, 200,  85
-85, 200,  85
-85, 200, 195
-195, 200,  85
-85, 200, 195
-195, 200, 195
-195,   0,  85
-85,   0,  85
-85,   0, 195
-195,   0,  85
-85,   0, 195
-195,   0, 195
-195, 200, -85
-85, 200, -85
-85,   0, -85
-195, 200, -85
-85,   0, -85
-195,   0, -85
-195, 200, -195
-85, 200, -195
-85,   0, -195
-195, 200, -195
-85,   0, -195
-195,   0, -195
-85, 200, -85
-85, 200, -195
-85,   0, -195
-85, 200, -85
-85,   0, -195
-85,   0, -85
-195, 200, -85
-195, 200, -195
-195,   0, -195
-195, 200, -85
-195,   0, -195
-195,   0, -85
-195, 200, -195
-85, 200, -195
-85, 200, -85
-195, 200, -195
-85, 200, -85
-195, 200, -85
-195,   0, -195
-85,   0, -195
-85,   0, -85
-195,   0, -195
-85,   0, -85
-195,   0, -85
-270, 110,  45
-130, 110,  45
-130,   0,  45
-270, 110,  45
-130,   0,  45
-270,   0,  45
-270, 110, -45
-130, 110, -45
-130,   0, -45
-270, 110, -45
-130,   0, -45
-270,   0, -45
-130, 110,  45
-130, 110, -45
-130,   0, -45
-130, 110,  45
-130,   0, -45
-130,   0,  45
-270, 110,  45
-270, 110, -45
-270,   0, -45
-270, 110,  45
-270,   0, -45
-270,   0,  45
-270, 110, -45
-130, 110, -45
-130, 110,  45
-270, 110, -45
-130, 110,  45
-270, 110,  45
-270,   0, -45
-130,   0, -45
-130,   0,  45
-270,   0, -45
-130,   0,  45
-270,   0,  45
130, 110,  45
270, 110,  45
270,   0,  45
130, 110,  45
270,   0,  45
130,   0,  45
130, 110, -45
270, 110, -45
270,   0, -45
130, 110, -45
270,   0, -45
130,   0, -45
270, 110,  45
270, 110, -45
270,   0, -45
270, 110,  45
270,   0, -45
270,   0,  45
130, 110,  45
130, 110, -45
130,   0, -45
130, 110,  45
130,   0, -45
130,   0,  45
130, 110, -45
270, 110, -45
270, 110,  45
130, 110, -45
270, 110,  45
130, 110,  45
130,   0, -45
270,   0, -45
270,   0,  45
130,   0, -45
270,   0,  45
130,   0,  45
-500, 100, -300
-300, 100, -300
-300,   0, -300
-500, 100, -300
-300,   0, -300
-500,   0, -300
-500, 100, -500
-300, 100, -500
-300,   0, -500
-500, 100, -500
-300,   0, -500
-500,   0, -500
-300, 100, -300
-300, 100, -500
-300,   0, -500
-300, 100, -300
-300,   0, -500
-300,   0, -300
-500, 100, -300
-500, 100, -500
-500,   0, -500
-500, 100, -300
-500,   0, -500
-500,   0, -300
-500, 100, -500
-300, 100, -500
-300, 100, -300
-500, 100, -500
-300, 100, -300
-500, 100, -300
-500,   0, -500
-300,   0, -500
-300,   0, -300
-500,   0, -500
-300,   0, -300
-500,   0, -300
300, 100, -300
500, 100, -300
500,   0, -300
300, 100, -300
500,   0, -300
300,   0, -300
300, 100, -500
500, 100, -500
500,   0, -500
300, 100, -500
500,   0, -500
300,   0, -500
500, 100, -300
500, 100, -500
500,   0, -500
500, 100, -300
500,   0, -500
500,   0, -300
300, 100, -300
300, 100, -500
300,   0, -500
300, 100, -300
300,   0, -500
300,   0, -300
300, 100, -500
500, 100, -500
500, 100, -300
300, 100, -500
500, 100, -300
300, 100, -300
300,   0, -500
500,   0, -500
500,   0, -300
300,   0, -500
500,   0, -300
300,   0, -300
300, 100, 500
500, 100, 500
500,   0, 500
300, 100, 500
500,   0, 500
300,   0, 500
300, 100, 300
500, 100, 300
500,   0, 300
300, 100, 300
500,   0, 300
300,   0, 300
500, 100, 500
500, 100, 300
500,   0, 300
500, 100, 500
500,   0, 300
500,   0, 500
300, 100, 500
300, 100, 300
300,   0, 300
300, 100, 500
300,   0, 300
300,   0, 500
300, 100, 300
500, 100, 300
500, 100, 500
300, 100, 300
500, 100, 500
300, 100, 500
300,   0, 300
500,   0, 300
500,   0, 500
300,   0, 300
500,   0, 500
300,   0, 500
-500, 100, 500
-300, 100, 500
-300,   0, 500
-500, 100, 500
-300,   0, 500
-500,   0, 500
-500, 100, 300
-300, 100, 300
-300,   0, 300
-500, 100, 300
-300,   0, 300
-500,   0, 300
-300, 100, 500
-300, 100, 300
-300,   0, 300
-300, 100, 500
-300,   0, 300
-300,   0, 500
-500, 100, 500
-500, 100, 300
-500,   0, 300
-500, 100, 500
-500,   0, 300
-500,   0, 500
-500, 100, 300
-300, 100, 300
-300, 100, 500
-500, 100, 300
-300, 100, 500
-500, 100, 500
-500,   0, 300
-300,   0, 300
-300,   0, 500
-500,   0, 300
-300,   0, 500
-500,   0, 500
-400,   0, 400
400,   0, 400
400, -40, 400
-400,   0, 400
400, -40, 400
-400, -40, 400
-400,   0, -400
400,   0, -400
400, -40, -400
-400,   0, -400
400, -40, -400
-400, -40, -400
400,   0, 400
400,   0, -400
400, -40, -400
400,   0, 400
400, -40, -400
400, -40, 400
-400,   0, 400
-400,   0, -400
-400, -40, -400
-400,   0, 400
-400, -40, -400
-400, -40, 400
-400,   0, -400
400,   0, -400
400,   0, 400
-400,   0, -400
400,   0, 400
-400,   0, 400
-400, -40, -400
400, -40, -400
400, -40, 400
-400, -40, -400
400, -40, 400
-400, -40, 400
-1450, 300, 750
-950, 300, 750
-950,   0, 750
-1450, 300, 750
-950,   0, 750
-1450,   0, 750
-1450, 300, 250
-950, 300, 250
-950,   0, 250
-1450, 300, 250
-950,   0, 250
-1450,   0, 250
-950, 300, 750
-950, 300, 250
-950,   0, 250
-950, 300, 750
-950,   0, 250
-950,   0, 750
-1450, 300, 750
-1450, 300, 250
-1450,   0, 250
-1450, 300, 750
-1450,   0, 250
-1450,   0, 750
-1450, 300, 250
-950, 300, 250
-950, 300, 750
-1450, 300, 250
-950, 300, 750
-1450, 300, 750
-1450,   0, 250
-950,   0, 250
-950,   0, 750
-1450,   0, 250
-950,   0, 750
-1450,   0, 750
350, 600, 1600
650, 600, 1600
650,   0, 1600
350, 600, 1600
650,   0, 1600
350,   0, 1600
350, 600, 1400
650, 600, 1400
650,   0, 1400
350, 600, 1400
650,   0, 1400
350,   0, 1400
650, 600, 1600
650, 600, 1400
650,   0, 1400
650, 600, 1600
650,   0, 1400
650,   0, 1600
350, 600, 1600
350, 600, 1400
350,   0, 1400
350, 600, 1600
350,   0, 1400
350,   0, 1600
350, 600, 1400
650, 600, 1400
650, 600, 1600
350, 600, 1400
650, 600, 1600
350, 600, 1600
350,   0, 1400
650,   0, 1400
650,   0, 1600
350,   0, 1400
650,   0, 1600
350,   0, 1600
300, 800, 2100
700, 800, 2100
700,   0, 2100
300, 800, 2100
700,   0, 2100
300,   0, 2100
300, 800, 1900
700, 800, 1900
700,   0, 1900
300, 800, 1900
700,   0, 1900
300,   0, 1900
700, 800, 2100
700, 800, 1900
700,   0, 1900
700, 800, 2100
700,   0, 1900
700,   0, 2100
300, 800, 2100
300, 800, 1900
300,   0, 1900
300, 800, 2100
300,   0, 1900
300,   0, 2100
300, 800, 1900
700, 800, 1900
700, 800, 2100
300, 800, 1900
700, 800, 2100
300, 800, 2100
300,   0, 1900
700,   0, 1900
700,   0, 2100
300,   0, 1900
700,   0, 2100
300,   0, 2100
950, 200, 550
1050, 200, 550
1050,   0, 550
950, 200, 550
1050,   0, 550
950,   0, 550
950, 200, 450
1050, 200, 450
1050,   0, 450
950, 200, 450
1050,   0, 450
950,   0, 450
1050, 200, 550
1050, 200, 450
1050,   0, 450
1050, 200, 550
1050,   0, 450
1050,   0, 550
950, 200, 550
950, 200, 450
950,   0, 450
950, 200, 550
950,   0, 450
950,   0, 550
950, 200, 450
1050, 200, 450
1050, 200, 550
950, 200, 450
1050, 200, 550
950, 200, 550
950,   0, 450
1050,   0, 450
1050,   0, 550
950,   0, 450
1050,   0, 550
950,   0, 550
